openmp, 1, 0, 0, 0, 0, 0, 257, 257, 257, 0.029548
openmp, 2, 0, 0, 0, 0, 0, 257, 257, 257, 0.015950
openmp, 3, 0, 0, 0, 0, 0, 257, 257, 257, 0.020007
openmp, 4, 0, 0, 0, 0, 0, 257, 257, 257, 0.008882
openmp, 6, 0, 0, 0, 0, 0, 257, 257, 257, 0.007195
openmp, 9, 0, 0, 0, 0, 0, 257, 257, 257, 0.004977
openmp, 8, 0, 0, 0, 0, 0, 257, 257, 257, 0.006268
openmp, 12, 0, 0, 0, 0, 0, 257, 257, 257, 0.006057
openmp, 15, 0, 0, 0, 0, 0, 257, 257, 257, 0.005862
openmp, 16, 0, 0, 0, 0, 0, 257, 257, 257, 0.005380
openmp, 18, 0, 0, 0, 0, 0, 257, 257, 257, 0.005592
openmp, 20, 0, 0, 0, 0, 0, 257, 257, 257, 0.025479
openmp, 21, 0, 0, 0, 0, 0, 257, 257, 257, 0.015804
openmp, 24, 0, 0, 0, 0, 0, 257, 257, 257, 0.016937
openmp, 1, 0, 0, 0, 0, 0, 509, 509, 509, 0.249493
openmp, 2, 0, 0, 0, 0, 0, 509, 509, 509, 0.128750
openmp, 3, 0, 0, 0, 0, 0, 509, 509, 509, 0.086653
openmp, 4, 0, 0, 0, 0, 0, 509, 509, 509, 0.066695
openmp, 6, 0, 0, 0, 0, 0, 509, 509, 509, 0.046328
openmp, 9, 0, 0, 0, 0, 0, 509, 509, 509, 0.032377
openmp, 8, 0, 0, 0, 0, 0, 509, 509, 509, 0.036011
openmp, 12, 0, 0, 0, 0, 0, 509, 509, 509, 0.053442
openmp, 15, 0, 0, 0, 0, 0, 509, 509, 509, 0.131003
openmp, 16, 0, 0, 0, 0, 0, 509, 509, 509, 0.131661
openmp, 18, 0, 0, 0, 0, 0, 509, 509, 509, 0.133036
openmp, 20, 0, 0, 0, 0, 0, 509, 509, 509, 0.115887
openmp, 21, 0, 0, 0, 0, 0, 509, 509, 509, 0.125244
openmp, 24, 0, 0, 0, 0, 0, 509, 509, 509, 0.109293
openmp, 1, 0, 0, 0, 0, 0, 1021, 1021, 1021, 2.014732
openmp, 2, 0, 0, 0, 0, 0, 1021, 1021, 1021, 1.092751
openmp, 3, 0, 0, 0, 0, 0, 1021, 1021, 1021, 0.666649
openmp, 4, 0, 0, 0, 0, 0, 1021, 1021, 1021, 0.508961
openmp, 6, 0, 0, 0, 0, 0, 1021, 1021, 1021, 0.350006
openmp, 9, 0, 0, 0, 0, 0, 1021, 1021, 1021, 0.237755
openmp, 8, 0, 0, 0, 0, 0, 1021, 1021, 1021, 0.267851
openmp, 12, 0, 0, 0, 0, 0, 1021, 1021, 1021, 0.374940
openmp, 15, 0, 0, 0, 0, 0, 1021, 1021, 1021, 0.345800
openmp, 16, 0, 0, 0, 0, 0, 1021, 1021, 1021, 0.748653
openmp, 18, 0, 0, 0, 0, 0, 1021, 1021, 1021, 0.318054
openmp, 20, 0, 0, 0, 0, 0, 1021, 1021, 1021, 0.288305
openmp, 21, 0, 0, 0, 0, 0, 1021, 1021, 1021, 0.263612
openmp, 24, 0, 0, 0, 0, 0, 1021, 1021, 1021, 0.475297
openmp, 1, 0, 0, 0, 0, 0, 2053, 2053, 2053, 66.330276
openmp, 2, 0, 0, 0, 0, 0, 2053, 2053, 2053, 30.299862
openmp, 3, 0, 0, 0, 0, 0, 2053, 2053, 2053, 18.466703
openmp, 4, 0, 0, 0, 0, 0, 2053, 2053, 2053, 13.801923
openmp, 6, 0, 0, 0, 0, 0, 2053, 2053, 2053, 7.672848
openmp, 9, 0, 0, 0, 0, 0, 2053, 2053, 2053, 3.955475
openmp, 8, 0, 0, 0, 0, 0, 2053, 2053, 2053, 5.053344
openmp, 12, 0, 0, 0, 0, 0, 2053, 2053, 2053, 3.012697
openmp, 15, 0, 0, 0, 0, 0, 2053, 2053, 2053, 2.767336
openmp, 16, 0, 0, 0, 0, 0, 2053, 2053, 2053, 2.801777
openmp, 18, 0, 0, 0, 0, 0, 2053, 2053, 2053, 2.587801
openmp, 20, 0, 0, 0, 0, 0, 2053, 2053, 2053, 3.403772
openmp, 21, 0, 0, 0, 0, 0, 2053, 2053, 2053, 2.989934
openmp, 24, 0, 0, 0, 0, 0, 2053, 2053, 2053, 4.933680
